tender_id,buyer_id,buyer_name,tender_title,category,sub_category,location,state,estimated_value_inr,procurement_method,award_criteria,publication_date,submission_deadline,technical_evaluation_date,financial_evaluation_date,award_date,contract_duration_days,status
T386,B02,National Highways Authority of India (NHAI) - RO Shimla,Govt Senior School for National Highways Authority of India (NHAI) at Panchkula,Civil Construction,Govt Senior School,Panchkula,Himachal Pradesh,172927764,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-05-30 11:30:00,2024-07-04 04:30:00,2024-07-11,2024-07-15,2024-07-23,240,AWARDED
T387,B03,Municipal Corporation Solan - Works Wing,Rural Water Supply Pipeline for Municipal Corporation Solan at Dehradun,Water & Sanitation,Rural Water Supply Pipeline,Dehradun,Himachal Pradesh,42463033,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-06-03 11:30:00,2024-06-28 04:30:00,2024-07-03,2024-07-07,2024-07-12,540,AWARDED
T388,B04,Rural Development & Panchayati Raj Dept,HT Transmission Line for Rural Development & Panchayati Raj Dept at Haridwar,Electrical & Energy,HT Transmission Line,Haridwar,Himachal Pradesh,135510196,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-06-03 11:30:00,2024-06-29 04:30:00,2024-07-03,2024-07-07,2024-07-10,240,AWARDED
T389,B05,State Health Infrastructure Development Agency,Bridge Construction for State Health Infrastructure Development Agency at Jaipur,Road Infrastructure,Bridge Construction,Jaipur,Himachal Pradesh,118461566,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-06-03 11:30:00,2024-06-29 04:30:00,2024-07-03,2024-07-10,2024-07-14,365,AWARDED
T390,B06,Jal Shakti / State Water & Sewerage Board,Govt Senior School for Jal Shakti / State Water & Sewerage Board at New Delhi,Civil Construction,Govt Senior School,New Delhi,Himachal Pradesh,156955372,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-06-05 11:30:00,2024-07-11 04:30:00,2024-07-20,2024-07-25,2024-07-31,90,AWARDED
T391,B07,Education Engineering Directorate,Stormwater Drainage Network for Education Engineering Directorate at Shimla,Water & Sanitation,Stormwater Drainage Network,Shimla,Himachal Pradesh,56966932,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-06-06 11:30:00,2024-06-28 04:30:00,2024-07-06,2024-07-12,2024-07-19,540,AWARDED
T392,B08,State Electricity Board Ltd (HPSEBL),HT Transmission Line for State Electricity Board Ltd (HPSEBL) at Solan,Electrical & Energy,HT Transmission Line,Solan,Himachal Pradesh,86014791,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-06-07 11:30:00,2024-07-10 04:30:00,2024-07-16,2024-07-19,2024-07-26,365,AWARDED
T393,B01,Public Works Department (PWD) - Roads Division,Pavement Overlay for Public Works Department (PWD) at Mandi,Road Infrastructure,Pavement Overlay,Mandi,Himachal Pradesh,105908514,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-06-10 11:30:00,2024-07-16 04:30:00,2024-07-20,2024-07-24,2024-07-30,90,AWARDED
T394,B02,National Highways Authority of India (NHAI) - RO Shimla,Community Health Center for National Highways Authority of India (NHAI) at Dharamshala,Civil Construction,Community Health Center,Dharamshala,Himachal Pradesh,83124239,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-06-10 11:30:00,2024-07-16 04:30:00,2024-07-21,2024-07-25,2024-08-03,180,AWARDED
T395,B03,Municipal Corporation Solan - Works Wing,Sewage Treatment Plant for Municipal Corporation Solan at Chandigarh,Water & Sanitation,Sewage Treatment Plant,Chandigarh,Himachal Pradesh,20790274,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-06-11 11:30:00,2024-07-10 04:30:00,2024-07-16,2024-07-20,2024-07-23,240,AWARDED
T396,B04,Rural Development & Panchayati Raj Dept,Smart Metering System for Rural Development & Panchayati Raj Dept at Mohali,Electrical & Energy,Smart Metering System,Mohali,Himachal Pradesh,21678667,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-06-12 11:30:00,2024-07-15 04:30:00,2024-07-24,2024-07-27,2024-08-05,240,AWARDED
T397,B05,State Health Infrastructure Development Agency,Highway Widening for State Health Infrastructure Development Agency at Ludhiana,Road Infrastructure,Highway Widening,Ludhiana,Himachal Pradesh,17490639,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-06-14 11:30:00,2024-07-20 04:30:00,2024-07-26,2024-07-29,2024-08-08,365,AWARDED
T398,B06,Jal Shakti / State Water & Sewerage Board,Community Health Center for Jal Shakti / State Water & Sewerage Board at Ambala,Civil Construction,Community Health Center,Ambala,Himachal Pradesh,30270983,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-06-17 11:30:00,2024-07-11 04:30:00,2024-07-15,2024-07-18,2024-07-21,365,AWARDED
T399,B07,Education Engineering Directorate,Lift Irrigation Scheme for Education Engineering Directorate at Panchkula,Water & Sanitation,Lift Irrigation Scheme,Panchkula,Himachal Pradesh,138309185,Limited Tender,Lowest Evaluated Responsive Bid (L1),2024-06-17 11:30:00,2024-07-22 04:30:00,2024-07-30,2024-08-05,2024-08-13,365,AWARDED
T400,B08,State Electricity Board Ltd (HPSEBL),Substation 33/11kV for State Electricity Board Ltd (HPSEBL) at Dehradun,Electrical & Energy,Substation 33/11kV,Dehradun,Himachal Pradesh,155766986,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-06-18 11:30:00,2024-07-12 04:30:00,2024-07-16,2024-07-22,2024-07-26,240,AWARDED
T401,B01,Public Works Department (PWD) - Roads Division,Rural Road Upgrade for Public Works Department (PWD) at Haridwar,Road Infrastructure,Rural Road Upgrade,Haridwar,Himachal Pradesh,23973422,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-06-19 11:30:00,2024-07-16 04:30:00,2024-07-25,2024-07-30,2024-08-03,540,AWARDED
T402,B02,National Highways Authority of India (NHAI) - RO Shimla,Govt Senior School for National Highways Authority of India (NHAI) at Jaipur,Civil Construction,Govt Senior School,Jaipur,Himachal Pradesh,167383875,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-06-20 11:30:00,2024-07-14 04:30:00,2024-07-23,2024-07-29,2024-08-03,180,AWARDED
T403,B03,Municipal Corporation Solan - Works Wing,Lift Irrigation Scheme for Municipal Corporation Solan at New Delhi,Water & Sanitation,Lift Irrigation Scheme,New Delhi,Himachal Pradesh,96871387,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-06-21 11:30:00,2024-07-27 04:30:00,2024-08-01,2024-08-05,2024-08-13,365,AWARDED
T404,B04,Rural Development & Panchayati Raj Dept,Smart Metering System for Rural Development & Panchayati Raj Dept at Shimla,Electrical & Energy,Smart Metering System,Shimla,Himachal Pradesh,139236585,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-06-24 11:30:00,2024-07-21 04:30:00,2024-07-30,2024-08-02,2024-08-11,365,AWARDED
T405,B05,State Health Infrastructure Development Agency,Pavement Overlay for State Health Infrastructure Development Agency at Solan,Road Infrastructure,Pavement Overlay,Solan,Himachal Pradesh,135840916,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-06-24 11:30:00,2024-07-22 04:30:00,2024-07-26,2024-07-29,2024-08-07,240,AWARDED
T406,B06,Jal Shakti / State Water & Sewerage Board,District Sports Stadium for Jal Shakti / State Water & Sewerage Board at Mandi,Civil Construction,District Sports Stadium,Mandi,Himachal Pradesh,171916829,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-06-25 11:30:00,2024-07-24 04:30:00,2024-07-29,2024-08-05,2024-08-14,240,AWARDED
T407,B07,Education Engineering Directorate,Rural Water Supply Pipeline for Education Engineering Directorate at Dharamshala,Water & Sanitation,Rural Water Supply Pipeline,Dharamshala,Himachal Pradesh,110516624,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-06-27 11:30:00,2024-07-30 04:30:00,2024-08-07,2024-08-14,2024-08-18,240,AWARDED
T408,B08,State Electricity Board Ltd (HPSEBL),HT Transmission Line for State Electricity Board Ltd (HPSEBL) at Chandigarh,Electrical & Energy,HT Transmission Line,Chandigarh,Himachal Pradesh,111759231,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-06-28 11:30:00,2024-07-21 04:30:00,2024-07-29,2024-08-05,2024-08-13,90,AWARDED
T409,B01,Public Works Department (PWD) - Roads Division,Highway Widening for Public Works Department (PWD) at Mohali,Road Infrastructure,Highway Widening,Mohali,Himachal Pradesh,90367667,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-07-01 11:30:00,2024-08-06 04:30:00,2024-08-12,2024-08-19,2024-08-28,180,AWARDED
T410,B02,National Highways Authority of India (NHAI) - RO Shimla,Community Health Center for National Highways Authority of India (NHAI) at Ludhiana,Civil Construction,Community Health Center,Ludhiana,Himachal Pradesh,67073181,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-07-01 11:30:00,2024-08-06 04:30:00,2024-08-16,2024-08-20,2024-08-30,365,AWARDED
T411,B03,Municipal Corporation Solan - Works Wing,Rural Water Supply Pipeline for Municipal Corporation Solan at Ambala,Water & Sanitation,Rural Water Supply Pipeline,Ambala,Himachal Pradesh,127314271,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-07-02 11:30:00,2024-07-25 04:30:00,2024-07-31,2024-08-07,2024-08-14,540,AWARDED
T412,B04,Rural Development & Panchayati Raj Dept,Smart Metering System for Rural Development & Panchayati Raj Dept at Panchkula,Electrical & Energy,Smart Metering System,Panchkula,Himachal Pradesh,82027401,Limited Tender,Lowest Evaluated Responsive Bid (L1),2024-07-03 11:30:00,2024-07-29 04:30:00,2024-08-08,2024-08-14,2024-08-24,365,AWARDED
T413,B05,State Health Infrastructure Development Agency,Pavement Overlay for State Health Infrastructure Development Agency at Dehradun,Road Infrastructure,Pavement Overlay,Dehradun,Himachal Pradesh,103012286,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-07-04 11:30:00,2024-08-02 04:30:00,2024-08-07,2024-08-14,2024-08-22,365,AWARDED
T414,B06,Jal Shakti / State Water & Sewerage Board,District Sports Stadium for Jal Shakti / State Water & Sewerage Board at Haridwar,Civil Construction,District Sports Stadium,Haridwar,Himachal Pradesh,34122294,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-07-08 11:30:00,2024-08-11 04:30:00,2024-08-15,2024-08-22,2024-08-28,365,AWARDED
T415,B07,Education Engineering Directorate,Rural Water Supply Pipeline for Education Engineering Directorate at Jaipur,Water & Sanitation,Rural Water Supply Pipeline,Jaipur,Himachal Pradesh,127259090,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-07-08 11:30:00,2024-08-02 04:30:00,2024-08-09,2024-08-12,2024-08-20,540,AWARDED
T416,B08,State Electricity Board Ltd (HPSEBL),Smart Metering System for State Electricity Board Ltd (HPSEBL) at New Delhi,Electrical & Energy,Smart Metering System,New Delhi,Himachal Pradesh,4757885,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-07-08 11:30:00,2024-08-04 04:30:00,2024-08-09,2024-08-14,2024-08-19,365,AWARDED
T417,B01,Public Works Department (PWD) - Roads Division,Rural Road Upgrade for Public Works Department (PWD) at Shimla,Road Infrastructure,Rural Road Upgrade,Shimla,Himachal Pradesh,136455305,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-07-10 11:30:00,2024-08-07 04:30:00,2024-08-13,2024-08-20,2024-08-23,180,AWARDED
T418,B02,National Highways Authority of India (NHAI) - RO Shimla,District Sports Stadium for National Highways Authority of India (NHAI) at Solan,Civil Construction,District Sports Stadium,Solan,Himachal Pradesh,53506762,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-07-11 11:30:00,2024-08-10 04:30:00,2024-08-15,2024-08-21,2024-08-26,180,AWARDED
T419,B03,Municipal Corporation Solan - Works Wing,Rural Water Supply Pipeline for Municipal Corporation Solan at Mandi,Water & Sanitation,Rural Water Supply Pipeline,Mandi,Himachal Pradesh,173766402,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-07-12 11:30:00,2024-08-17 04:30:00,2024-08-22,2024-08-26,2024-09-02,365,AWARDED
T420,B04,Rural Development & Panchayati Raj Dept,Substation 33/11kV for Rural Development & Panchayati Raj Dept at Dharamshala,Electrical & Energy,Substation 33/11kV,Dharamshala,Himachal Pradesh,130977621,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-07-15 11:30:00,2024-08-06 04:30:00,2024-08-11,2024-08-18,2024-08-27,180,AWARDED
T421,B05,State Health Infrastructure Development Agency,Rural Road Upgrade for State Health Infrastructure Development Agency at Chandigarh,Road Infrastructure,Rural Road Upgrade,Chandigarh,Himachal Pradesh,12789822,Limited Tender,Lowest Evaluated Responsive Bid (L1),2024-07-15 11:30:00,2024-08-16 04:30:00,2024-08-23,2024-08-27,2024-09-01,180,AWARDED
T422,B06,Jal Shakti / State Water & Sewerage Board,District Sports Stadium for Jal Shakti / State Water & Sewerage Board at Mohali,Civil Construction,District Sports Stadium,Mohali,Himachal Pradesh,171409040,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-07-16 11:30:00,2024-08-12 04:30:00,2024-08-18,2024-08-21,2024-08-27,365,AWARDED
T423,B07,Education Engineering Directorate,Lift Irrigation Scheme for Education Engineering Directorate at Ludhiana,Water & Sanitation,Lift Irrigation Scheme,Ludhiana,Himachal Pradesh,81769315,Limited Tender,Lowest Evaluated Responsive Bid (L1),2024-07-17 11:30:00,2024-08-17 04:30:00,2024-08-27,2024-09-03,2024-09-08,240,AWARDED
T424,B08,State Electricity Board Ltd (HPSEBL),Substation 33/11kV for State Electricity Board Ltd (HPSEBL) at Ambala,Electrical & Energy,Substation 33/11kV,Ambala,Himachal Pradesh,99943386,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-07-19 11:30:00,2024-08-24 04:30:00,2024-08-30,2024-09-02,2024-09-08,90,AWARDED
T425,B01,Public Works Department (PWD) - Roads Division,Pavement Overlay for Public Works Department (PWD) at Panchkula,Road Infrastructure,Pavement Overlay,Panchkula,Himachal Pradesh,15506963,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-07-22 11:30:00,2024-08-19 04:30:00,2024-08-23,2024-08-30,2024-09-07,90,AWARDED
T426,B02,National Highways Authority of India (NHAI) - RO Shimla,Community Health Center for National Highways Authority of India (NHAI) at Dehradun,Civil Construction,Community Health Center,Dehradun,Himachal Pradesh,148206806,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-07-22 11:30:00,2024-08-27 04:30:00,2024-08-31,2024-09-07,2024-09-12,180,AWARDED
T427,B03,Municipal Corporation Solan - Works Wing,Stormwater Drainage Network for Municipal Corporation Solan at Haridwar,Water & Sanitation,Stormwater Drainage Network,Haridwar,Himachal Pradesh,37632176,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-07-23 11:30:00,2024-08-23 04:30:00,2024-09-01,2024-09-07,2024-09-11,180,AWARDED
T428,B04,Rural Development & Panchayati Raj Dept,Solar Microgrid 500kW for Rural Development & Panchayati Raj Dept at Jaipur,Electrical & Energy,Solar Microgrid 500kW,Jaipur,Himachal Pradesh,137508505,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-07-24 11:30:00,2024-08-26 04:30:00,2024-09-04,2024-09-08,2024-09-15,180,AWARDED
T429,B05,State Health Infrastructure Development Agency,Rural Road Upgrade for State Health Infrastructure Development Agency at New Delhi,Road Infrastructure,Rural Road Upgrade,New Delhi,Himachal Pradesh,59252296,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-07-25 11:30:00,2024-08-21 04:30:00,2024-08-25,2024-08-28,2024-09-06,90,AWARDED
T430,B06,Jal Shakti / State Water & Sewerage Board,Community Health Center for Jal Shakti / State Water & Sewerage Board at Shimla,Civil Construction,Community Health Center,Shimla,Himachal Pradesh,112257057,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-07-29 11:30:00,2024-08-24 04:30:00,2024-09-03,2024-09-06,2024-09-14,90,AWARDED
T431,B07,Education Engineering Directorate,Stormwater Drainage Network for Education Engineering Directorate at Solan,Water & Sanitation,Stormwater Drainage Network,Solan,Himachal Pradesh,163131720,Limited Tender,Lowest Evaluated Responsive Bid (L1),2024-07-29 11:30:00,2024-08-27 04:30:00,2024-09-04,2024-09-11,2024-09-14,240,AWARDED
T432,B08,State Electricity Board Ltd (HPSEBL),Smart Metering System for State Electricity Board Ltd (HPSEBL) at Mandi,Electrical & Energy,Smart Metering System,Mandi,Himachal Pradesh,91723125,Limited Tender,Lowest Evaluated Responsive Bid (L1),2024-07-29 11:30:00,2024-09-02 04:30:00,2024-09-08,2024-09-11,2024-09-15,365,AWARDED
T433,B01,Public Works Department (PWD) - Roads Division,Bridge Construction for Public Works Department (PWD) at Dharamshala,Road Infrastructure,Bridge Construction,Dharamshala,Himachal Pradesh,55617992,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-07-30 11:30:00,2024-09-02 04:30:00,2024-09-12,2024-09-16,2024-09-22,180,AWARDED
T434,B02,National Highways Authority of India (NHAI) - RO Shimla,Administrative Complex for National Highways Authority of India (NHAI) at Chandigarh,Civil Construction,Administrative Complex,Chandigarh,Himachal Pradesh,79217401,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-08-01 11:30:00,2024-09-05 04:30:00,2024-09-10,2024-09-13,2024-09-19,240,AWARDED
T435,B03,Municipal Corporation Solan - Works Wing,Sewage Treatment Plant for Municipal Corporation Solan at Mohali,Water & Sanitation,Sewage Treatment Plant,Mohali,Himachal Pradesh,29930793,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-08-02 11:30:00,2024-08-29 04:30:00,2024-09-04,2024-09-09,2024-09-14,90,AWARDED
T436,B04,Rural Development & Panchayati Raj Dept,HT Transmission Line for Rural Development & Panchayati Raj Dept at Ludhiana,Electrical & Energy,HT Transmission Line,Ludhiana,Himachal Pradesh,123945614,Limited Tender,Lowest Evaluated Responsive Bid (L1),2024-08-05 11:30:00,2024-09-02 04:30:00,2024-09-09,2024-09-14,2024-09-19,365,AWARDED
T437,B05,State Health Infrastructure Development Agency,Highway Widening for State Health Infrastructure Development Agency at Ambala,Road Infrastructure,Highway Widening,Ambala,Himachal Pradesh,57191063,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-08-05 11:30:00,2024-09-05 04:30:00,2024-09-12,2024-09-15,2024-09-23,365,AWARDED
T438,B06,Jal Shakti / State Water & Sewerage Board,Administrative Complex for Jal Shakti / State Water & Sewerage Board at Panchkula,Civil Construction,Administrative Complex,Panchkula,Himachal Pradesh,81064457,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-08-06 11:30:00,2024-09-01 04:30:00,2024-09-11,2024-09-18,2024-09-27,180,AWARDED
T439,B07,Education Engineering Directorate,Sewage Treatment Plant for Education Engineering Directorate at Dehradun,Water & Sanitation,Sewage Treatment Plant,Dehradun,Himachal Pradesh,123127782,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-08-07 11:30:00,2024-09-12 04:30:00,2024-09-22,2024-09-25,2024-10-03,90,AWARDED
T440,B08,State Electricity Board Ltd (HPSEBL),Solar Microgrid 500kW for State Electricity Board Ltd (HPSEBL) at Haridwar,Electrical & Energy,Solar Microgrid 500kW,Haridwar,Himachal Pradesh,154686135,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-08-09 11:30:00,2024-09-13 04:30:00,2024-09-20,2024-09-23,2024-09-28,365,AWARDED
T441,B01,Public Works Department (PWD) - Roads Division,Rural Road Upgrade for Public Works Department (PWD) at Jaipur,Road Infrastructure,Rural Road Upgrade,Jaipur,Himachal Pradesh,103959160,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-08-12 11:30:00,2024-09-17 04:30:00,2024-09-26,2024-10-01,2024-10-09,90,AWARDED
T442,B02,National Highways Authority of India (NHAI) - RO Shimla,Community Health Center for National Highways Authority of India (NHAI) at New Delhi,Civil Construction,Community Health Center,New Delhi,Himachal Pradesh,75834171,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-08-12 11:30:00,2024-09-15 04:30:00,2024-09-21,2024-09-24,2024-09-29,90,AWARDED
T443,B03,Municipal Corporation Solan - Works Wing,Sewage Treatment Plant for Municipal Corporation Solan at Shimla,Water & Sanitation,Sewage Treatment Plant,Shimla,Himachal Pradesh,123911789,Limited Tender,Lowest Evaluated Responsive Bid (L1),2024-08-12 11:30:00,2024-09-15 04:30:00,2024-09-25,2024-09-29,2024-10-02,540,AWARDED
T444,B04,Rural Development & Panchayati Raj Dept,Substation 33/11kV for Rural Development & Panchayati Raj Dept at Solan,Electrical & Energy,Substation 33/11kV,Solan,Himachal Pradesh,172153312,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-08-14 11:30:00,2024-09-17 04:30:00,2024-09-26,2024-10-01,2024-10-05,90,AWARDED
T445,B05,State Health Infrastructure Development Agency,Highway Widening for State Health Infrastructure Development Agency at Mandi,Road Infrastructure,Highway Widening,Mandi,Himachal Pradesh,48672789,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-08-15 11:30:00,2024-09-11 04:30:00,2024-09-17,2024-09-21,2024-09-29,90,AWARDED
T446,B06,Jal Shakti / State Water & Sewerage Board,Govt Senior School for Jal Shakti / State Water & Sewerage Board at Dharamshala,Civil Construction,Govt Senior School,Dharamshala,Himachal Pradesh,103018562,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-08-16 11:30:00,2024-09-19 04:30:00,2024-09-24,2024-10-01,2024-10-06,240,AWARDED
T447,B07,Education Engineering Directorate,Sewage Treatment Plant for Education Engineering Directorate at Chandigarh,Water & Sanitation,Sewage Treatment Plant,Chandigarh,Himachal Pradesh,77594033,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-08-19 11:30:00,2024-09-24 04:30:00,2024-10-04,2024-10-09,2024-10-13,180,AWARDED
T448,B08,State Electricity Board Ltd (HPSEBL),HT Transmission Line for State Electricity Board Ltd (HPSEBL) at Mohali,Electrical & Energy,HT Transmission Line,Mohali,Himachal Pradesh,102746795,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-08-19 11:30:00,2024-09-21 04:30:00,2024-09-26,2024-10-02,2024-10-07,540,AWARDED
T449,B01,Public Works Department (PWD) - Roads Division,Pavement Overlay for Public Works Department (PWD) at Ludhiana,Road Infrastructure,Pavement Overlay,Ludhiana,Himachal Pradesh,24344705,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-08-20 11:30:00,2024-09-15 04:30:00,2024-09-24,2024-09-30,2024-10-03,365,AWARDED
T450,B02,National Highways Authority of India (NHAI) - RO Shimla,Community Health Center for National Highways Authority of India (NHAI) at Ambala,Civil Construction,Community Health Center,Ambala,Himachal Pradesh,43537877,Limited Tender,Lowest Evaluated Responsive Bid (L1),2024-08-22 11:30:00,2024-09-20 04:30:00,2024-09-27,2024-10-01,2024-10-05,540,AWARDED
T451,B03,Municipal Corporation Solan - Works Wing,Lift Irrigation Scheme for Municipal Corporation Solan at Panchkula,Water & Sanitation,Lift Irrigation Scheme,Panchkula,Himachal Pradesh,129860137,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-08-23 11:30:00,2024-09-26 04:30:00,2024-10-01,2024-10-08,2024-10-17,180,AWARDED
T452,B04,Rural Development & Panchayati Raj Dept,Substation 33/11kV for Rural Development & Panchayati Raj Dept at Dehradun,Electrical & Energy,Substation 33/11kV,Dehradun,Himachal Pradesh,67228005,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-08-26 11:30:00,2024-09-22 04:30:00,2024-09-28,2024-10-05,2024-10-08,240,AWARDED
T453,B05,State Health Infrastructure Development Agency,Rural Road Upgrade for State Health Infrastructure Development Agency at Haridwar,Road Infrastructure,Rural Road Upgrade,Haridwar,Himachal Pradesh,131262926,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-08-26 11:30:00,2024-09-17 04:30:00,2024-09-25,2024-09-29,2024-10-08,90,AWARDED
T454,B06,Jal Shakti / State Water & Sewerage Board,Govt Senior School for Jal Shakti / State Water & Sewerage Board at Jaipur,Civil Construction,Govt Senior School,Jaipur,Himachal Pradesh,55742461,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-08-27 11:30:00,2024-09-28 04:30:00,2024-10-04,2024-10-09,2024-10-16,540,AWARDED
T455,B07,Education Engineering Directorate,Sewage Treatment Plant for Education Engineering Directorate at New Delhi,Water & Sanitation,Sewage Treatment Plant,New Delhi,Himachal Pradesh,138048483,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-08-28 11:30:00,2024-10-01 04:30:00,2024-10-05,2024-10-12,2024-10-22,240,AWARDED
T456,B08,State Electricity Board Ltd (HPSEBL),Substation 33/11kV for State Electricity Board Ltd (HPSEBL) at Shimla,Electrical & Energy,Substation 33/11kV,Shimla,Himachal Pradesh,17055376,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-08-29 11:30:00,2024-09-24 04:30:00,2024-09-29,2024-10-06,2024-10-15,365,AWARDED
T457,B01,Public Works Department (PWD) - Roads Division,Highway Widening for Public Works Department (PWD) at Solan,Road Infrastructure,Highway Widening,Solan,Himachal Pradesh,79801237,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-09-02 11:30:00,2024-10-05 04:30:00,2024-10-13,2024-10-16,2024-10-22,90,AWARDED
T458,B02,National Highways Authority of India (NHAI) - RO Shimla,Community Health Center for National Highways Authority of India (NHAI) at Mandi,Civil Construction,Community Health Center,Mandi,Himachal Pradesh,102826909,Limited Tender,Lowest Evaluated Responsive Bid (L1),2024-09-02 11:30:00,2024-09-30 04:30:00,2024-10-08,2024-10-12,2024-10-15,240,AWARDED
T459,B03,Municipal Corporation Solan - Works Wing,Lift Irrigation Scheme for Municipal Corporation Solan at Dharamshala,Water & Sanitation,Lift Irrigation Scheme,Dharamshala,Himachal Pradesh,115986191,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-09-02 11:30:00,2024-09-25 04:30:00,2024-10-05,2024-10-12,2024-10-17,180,AWARDED
T460,B04,Rural Development & Panchayati Raj Dept,Solar Microgrid 500kW for Rural Development & Panchayati Raj Dept at Chandigarh,Electrical & Energy,Solar Microgrid 500kW,Chandigarh,Himachal Pradesh,67627156,Limited Tender,Lowest Evaluated Responsive Bid (L1),2024-09-04 11:30:00,2024-10-06 04:30:00,2024-10-11,2024-10-18,2024-10-26,240,AWARDED
T461,B05,State Health Infrastructure Development Agency,Highway Widening for State Health Infrastructure Development Agency at Mohali,Road Infrastructure,Highway Widening,Mohali,Himachal Pradesh,103290001,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-09-05 11:30:00,2024-10-11 04:30:00,2024-10-21,2024-10-28,2024-11-06,240,AWARDED
T462,B06,Jal Shakti / State Water & Sewerage Board,District Sports Stadium for Jal Shakti / State Water & Sewerage Board at Ludhiana,Civil Construction,District Sports Stadium,Ludhiana,Himachal Pradesh,14927699,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-09-06 11:30:00,2024-10-06 04:30:00,2024-10-15,2024-10-22,2024-11-01,90,AWARDED
